loc,label
asd/train/cat/flickr_cat_000215.jpg,cat
asd/train/cat/flickr_cat_000217.jpg,cat
asd/train/cat/flickr_cat_000218.jpg,cat
asd/train/cat/flickr_cat_000219.jpg,cat
asd/train/cat/flickr_cat_000220.jpg,cat
asd/train/cat/flickr_cat_000221.jpg,cat
asd/train/cat/flickr_cat_000222.jpg,cat
asd/train/cat/flickr_cat_000223.jpg,cat
asd/train/cat/flickr_cat_000224.jpg,cat
asd/train/cat/flickr_cat_000225.jpg,cat
asd/train/cat/flickr_cat_000227.jpg,cat
asd/train/cat/flickr_cat_000228.jpg,cat
asd/train/cat/flickr_cat_000229.jpg,cat
asd/train/cat/flickr_cat_000231.jpg,cat
asd/train/cat/flickr_cat_000234.jpg,cat
asd/train/cat/flickr_cat_000235.jpg,cat
asd/train/cat/flickr_cat_000237.jpg,cat
asd/train/cat/flickr_cat_000239.jpg,cat
asd/train/cat/flickr_cat_000240.jpg,cat
asd/train/cat/flickr_cat_000241.jpg,cat
asd/train/cat/flickr_cat_000242.jpg,cat
asd/train/cat/flickr_cat_000243.jpg,cat
asd/train/cat/flickr_cat_000244.jpg,cat
asd/train/cat/flickr_cat_000245.jpg,cat
asd/train/cat/flickr_cat_000246.jpg,cat
asd/train/cat/flickr_cat_000247.jpg,cat
asd/train/cat/flickr_cat_000248.jpg,cat
asd/train/cat/flickr_cat_000249.jpg,cat
asd/train/cat/flickr_cat_000250.jpg,cat
asd/train/cat/flickr_cat_000251.jpg,cat
asd/train/cat/flickr_cat_000252.jpg,cat
asd/train/cat/flickr_cat_000254.jpg,cat
asd/train/cat/flickr_cat_000255.jpg,cat
asd/train/cat/flickr_cat_000256.jpg,cat
asd/train/cat/flickr_cat_000257.jpg,cat
asd/train/cat/flickr_cat_000258.jpg,cat
asd/train/cat/flickr_cat_000259.jpg,cat
asd/train/cat/flickr_cat_000260.jpg,cat
asd/train/cat/flickr_cat_000261.jpg,cat
asd/train/cat/flickr_cat_000262.jpg,cat
asd/train/cat/flickr_cat_000263.jpg,cat
asd/train/cat/flickr_cat_000264.jpg,cat
asd/train/cat/flickr_cat_000266.jpg,cat
asd/train/cat/flickr_cat_000267.jpg,cat
asd/train/cat/flickr_cat_000268.jpg,cat
asd/train/cat/flickr_cat_000269.jpg,cat
asd/train/cat/flickr_cat_000270.jpg,cat
asd/train/cat/flickr_cat_000271.jpg,cat
asd/train/cat/flickr_cat_000272.jpg,cat
asd/train/cat/flickr_cat_000273.jpg,cat
asd/train/cat/flickr_cat_000274.jpg,cat
asd/train/cat/flickr_cat_000275.jpg,cat
asd/train/cat/flickr_cat_000276.jpg,cat
asd/train/cat/flickr_cat_000277.jpg,cat
asd/train/cat/flickr_cat_000278.jpg,cat
asd/train/cat/flickr_cat_000279.jpg,cat
asd/train/cat/flickr_cat_000280.jpg,cat
asd/train/cat/flickr_cat_000281.jpg,cat
asd/train/cat/flickr_cat_000282.jpg,cat
asd/train/cat/flickr_cat_000284.jpg,cat
asd/train/cat/flickr_cat_000285.jpg,cat
asd/train/cat/flickr_cat_000286.jpg,cat
asd/train/cat/flickr_cat_000288.jpg,cat
asd/train/cat/flickr_cat_000289.jpg,cat
asd/train/cat/flickr_cat_000290.jpg,cat
asd/train/cat/flickr_cat_000291.jpg,cat
asd/train/cat/flickr_cat_000293.jpg,cat
asd/train/cat/flickr_cat_000294.jpg,cat
asd/train/cat/flickr_cat_000295.jpg,cat
asd/train/cat/flickr_cat_000296.jpg,cat
asd/train/cat/flickr_cat_000297.jpg,cat
asd/train/cat/flickr_cat_000298.jpg,cat
asd/train/cat/flickr_cat_000299.jpg,cat
asd/train/cat/flickr_cat_000300.jpg,cat
asd/train/cat/flickr_cat_000301.jpg,cat
asd/train/cat/flickr_cat_000302.jpg,cat
asd/train/cat/flickr_cat_000303.jpg,cat
asd/train/cat/flickr_cat_000304.jpg,cat
asd/train/cat/flickr_cat_000305.jpg,cat
asd/train/cat/flickr_cat_000306.jpg,cat
asd/train/cat/flickr_cat_000307.jpg,cat
asd/train/cat/flickr_cat_000308.jpg,cat
asd/train/cat/flickr_cat_000309.jpg,cat
asd/train/cat/flickr_cat_000310.jpg,cat
asd/train/cat/flickr_cat_000312.jpg,cat
asd/train/cat/flickr_cat_000313.jpg,cat
asd/train/cat/flickr_cat_000315.jpg,cat
asd/train/cat/flickr_cat_000316.jpg,cat
asd/train/cat/flickr_cat_000317.jpg,cat
asd/train/cat/flickr_cat_000318.jpg,cat
asd/train/cat/flickr_cat_000319.jpg,cat
asd/train/cat/flickr_cat_000321.jpg,cat
asd/train/cat/flickr_cat_000322.jpg,cat
asd/train/cat/flickr_cat_000323.jpg,cat
asd/train/cat/flickr_cat_000324.jpg,cat
asd/train/cat/flickr_cat_000325.jpg,cat
asd/train/cat/flickr_cat_000326.jpg,cat
asd/train/cat/flickr_cat_000327.jpg,cat
asd/train/cat/flickr_cat_000328.jpg,cat
asd/train/cat/flickr_cat_000329.jpg,cat
asd/train/cat/flickr_cat_000330.jpg,cat
asd/train/cat/flickr_cat_000331.jpg,cat
asd/train/cat/flickr_cat_000332.jpg,cat
asd/train/cat/flickr_cat_000333.jpg,cat
asd/train/cat/flickr_cat_000334.jpg,cat
asd/train/cat/flickr_cat_000335.jpg,cat
asd/train/cat/flickr_cat_000336.jpg,cat
asd/train/cat/flickr_cat_000337.jpg,cat
asd/train/cat/flickr_cat_000338.jpg,cat
asd/train/cat/flickr_cat_000339.jpg,cat
asd/train/cat/flickr_cat_000340.jpg,cat
asd/train/cat/flickr_cat_000342.jpg,cat
asd/train/cat/flickr_cat_000343.jpg,cat
asd/train/cat/flickr_cat_000344.jpg,cat
asd/train/cat/flickr_cat_000345.jpg,cat
asd/train/cat/flickr_cat_000346.jpg,cat
asd/train/cat/flickr_cat_000347.jpg,cat
asd/train/cat/flickr_cat_000348.jpg,cat
asd/train/cat/flickr_cat_000349.jpg,cat
asd/train/cat/flickr_cat_000352.jpg,cat
asd/train/cat/flickr_cat_000353.jpg,cat
asd/train/cat/flickr_cat_000354.jpg,cat
asd/train/cat/flickr_cat_000355.jpg,cat
asd/train/cat/flickr_cat_000356.jpg,cat
asd/train/cat/flickr_cat_000357.jpg,cat
asd/train/cat/flickr_cat_000358.jpg,cat
asd/train/cat/flickr_cat_000359.jpg,cat
asd/train/cat/flickr_cat_000360.jpg,cat
asd/train/cat/flickr_cat_000361.jpg,cat
asd/train/cat/flickr_cat_000362.jpg,cat
asd/train/cat/flickr_cat_000363.jpg,cat
asd/train/cat/flickr_cat_000364.jpg,cat
asd/train/cat/flickr_cat_000365.jpg,cat
asd/train/cat/flickr_cat_000366.jpg,cat
asd/train/cat/flickr_cat_000367.jpg,cat
asd/train/cat/flickr_cat_000369.jpg,cat
asd/train/cat/flickr_cat_000370.jpg,cat
asd/train/cat/flickr_cat_000371.jpg,cat
asd/train/cat/flickr_cat_000373.jpg,cat
asd/train/cat/flickr_cat_000374.jpg,cat
asd/train/cat/flickr_cat_000375.jpg,cat
asd/train/cat/flickr_cat_000376.jpg,cat
asd/train/cat/flickr_cat_000378.jpg,cat
asd/train/cat/flickr_cat_000379.jpg,cat
asd/train/cat/flickr_cat_000380.jpg,cat
asd/train/cat/flickr_cat_000381.jpg,cat
asd/train/cat/flickr_cat_000382.jpg,cat
asd/train/cat/flickr_cat_000383.jpg,cat
asd/train/cat/flickr_cat_000384.jpg,cat
asd/train/cat/flickr_cat_000385.jpg,cat
asd/train/cat/flickr_cat_000386.jpg,cat
asd/train/cat/flickr_cat_000388.jpg,cat
asd/train/cat/flickr_cat_000389.jpg,cat
asd/train/cat/flickr_cat_000390.jpg,cat
asd/train/cat/flickr_cat_000391.jpg,cat
asd/train/cat/flickr_cat_000392.jpg,cat
asd/train/cat/flickr_cat_000393.jpg,cat
asd/train/cat/flickr_cat_000394.jpg,cat
asd/train/cat/flickr_cat_000395.jpg,cat
asd/train/cat/flickr_cat_000396.jpg,cat
asd/train/cat/flickr_cat_000397.jpg,cat
asd/train/cat/flickr_cat_000398.jpg,cat
asd/train/cat/flickr_cat_000399.jpg,cat
asd/train/cat/flickr_cat_000400.jpg,cat
asd/train/cat/flickr_cat_000401.jpg,cat
asd/train/cat/flickr_cat_000402.jpg,cat
asd/train/cat/flickr_cat_000403.jpg,cat
asd/train/cat/flickr_cat_000404.jpg,cat
asd/train/cat/flickr_cat_000405.jpg,cat
asd/train/cat/flickr_cat_000406.jpg,cat
asd/train/cat/flickr_cat_000407.jpg,cat
asd/train/cat/flickr_cat_000408.jpg,cat
asd/train/cat/flickr_cat_000409.jpg,cat
asd/train/cat/flickr_cat_000410.jpg,cat
asd/train/cat/flickr_cat_000411.jpg,cat
asd/train/cat/flickr_cat_000412.jpg,cat
asd/train/cat/flickr_cat_000413.jpg,cat
asd/train/cat/flickr_cat_000414.jpg,cat
asd/train/cat/flickr_cat_000415.jpg,cat
asd/train/cat/flickr_cat_000416.jpg,cat
asd/train/cat/flickr_cat_000417.jpg,cat
asd/train/cat/flickr_cat_000420.jpg,cat
asd/train/cat/flickr_cat_000421.jpg,cat
asd/train/cat/flickr_cat_000422.jpg,cat
asd/train/cat/flickr_cat_000423.jpg,cat
asd/train/cat/flickr_cat_000424.jpg,cat
asd/train/cat/flickr_cat_000425.jpg,cat
asd/train/cat/flickr_cat_000426.jpg,cat
asd/train/cat/flickr_cat_000427.jpg,cat
asd/train/cat/flickr_cat_000428.jpg,cat
asd/train/cat/flickr_cat_000429.jpg,cat
asd/train/cat/flickr_cat_000430.jpg,cat
asd/train/cat/flickr_cat_000431.jpg,cat
asd/train/cat/flickr_cat_000432.jpg,cat
asd/train/cat/flickr_cat_000433.jpg,cat
asd/train/cat/flickr_cat_000434.jpg,cat
asd/train/cat/flickr_cat_000435.jpg,cat
asd/train/cat/flickr_cat_000436.jpg,cat
asd/train/cat/flickr_cat_000438.jpg,cat
asd/train/cat/flickr_cat_000439.jpg,cat
asd/train/cat/flickr_cat_000440.jpg,cat
asd/train/cat/flickr_cat_000442.jpg,cat
asd/train/cat/flickr_cat_000443.jpg,cat
asd/train/cat/flickr_cat_000444.jpg,cat
asd/train/cat/flickr_cat_000445.jpg,cat
asd/train/cat/flickr_cat_000447.jpg,cat
asd/train/cat/flickr_cat_000448.jpg,cat
asd/train/cat/flickr_cat_000449.jpg,cat
asd/train/cat/flickr_cat_000450.jpg,cat
asd/train/cat/flickr_cat_000451.jpg,cat
asd/train/cat/flickr_cat_000452.jpg,cat
asd/train/cat/flickr_cat_000453.jpg,cat
asd/train/cat/flickr_cat_000454.jpg,cat
asd/train/cat/flickr_cat_000455.jpg,cat
asd/train/cat/flickr_cat_000456.jpg,cat
asd/train/cat/flickr_cat_000457.jpg,cat
asd/train/cat/flickr_cat_000458.jpg,cat
asd/train/cat/flickr_cat_000459.jpg,cat
asd/train/cat/flickr_cat_000460.jpg,cat
asd/train/cat/flickr_cat_000461.jpg,cat
asd/train/cat/flickr_cat_000462.jpg,cat
asd/train/cat/flickr_cat_000463.jpg,cat
asd/train/cat/flickr_cat_000464.jpg,cat
asd/train/cat/flickr_cat_000465.jpg,cat
asd/train/cat/flickr_cat_000466.jpg,cat
asd/train/cat/flickr_cat_000467.jpg,cat
asd/train/cat/flickr_cat_000468.jpg,cat
asd/train/cat/flickr_cat_000469.jpg,cat
asd/train/cat/flickr_cat_000470.jpg,cat
asd/train/cat/flickr_cat_000471.jpg,cat
asd/train/cat/flickr_cat_000472.jpg,cat
asd/train/cat/flickr_cat_000473.jpg,cat
asd/train/cat/flickr_cat_000474.jpg,cat
asd/train/cat/flickr_cat_000475.jpg,cat
asd/train/cat/flickr_cat_000476.jpg,cat
asd/train/cat/flickr_cat_000477.jpg,cat
asd/train/cat/flickr_cat_000478.jpg,cat
asd/train/cat/flickr_cat_000479.jpg,cat
asd/train/cat/flickr_cat_000480.jpg,cat
asd/train/cat/flickr_cat_000481.jpg,cat
asd/train/cat/flickr_cat_000482.jpg,cat
asd/train/cat/flickr_cat_000483.jpg,cat
asd/train/cat/flickr_cat_000484.jpg,cat
asd/train/cat/flickr_cat_000485.jpg,cat
asd/train/cat/flickr_cat_000486.jpg,cat
asd/train/cat/flickr_cat_000487.jpg,cat
asd/train/cat/flickr_cat_000488.jpg,cat
asd/train/cat/flickr_cat_000489.jpg,cat
asd/train/cat/flickr_cat_000490.jpg,cat
asd/train/cat/flickr_cat_000491.jpg,cat
asd/train/cat/flickr_cat_000492.jpg,cat
asd/train/cat/flickr_cat_000493.jpg,cat
asd/train/cat/flickr_cat_000494.jpg,cat
asd/train/cat/flickr_cat_000496.jpg,cat
asd/train/cat/flickr_cat_000497.jpg,cat
asd/train/cat/flickr_cat_000498.jpg,cat
asd/train/cat/flickr_cat_000499.jpg,cat
asd/train/cat/flickr_cat_000500.jpg,cat
asd/train/cat/flickr_cat_000501.jpg,cat
asd/train/cat/flickr_cat_000502.jpg,cat
asd/train/cat/flickr_cat_000503.jpg,cat
asd/train/cat/flickr_cat_000504.jpg,cat
asd/train/cat/flickr_cat_000505.jpg,cat
asd/train/cat/flickr_cat_000506.jpg,cat
asd/train/cat/flickr_cat_000507.jpg,cat
asd/train/cat/flickr_cat_000508.jpg,cat
asd/train/cat/flickr_cat_000509.jpg,cat
asd/train/cat/flickr_cat_000510.jpg,cat
asd/train/cat/flickr_cat_000511.jpg,cat
asd/train/cat/flickr_cat_000512.jpg,cat
asd/train/cat/flickr_cat_000513.jpg,cat
asd/train/cat/flickr_cat_000515.jpg,cat
asd/train/cat/flickr_cat_000516.jpg,cat
asd/train/cat/flickr_cat_000517.jpg,cat
asd/train/cat/flickr_cat_000518.jpg,cat
asd/train/cat/flickr_cat_000519.jpg,cat
asd/train/cat/flickr_cat_000520.jpg,cat
asd/train/cat/flickr_cat_000521.jpg,cat
asd/train/cat/flickr_cat_000523.jpg,cat
asd/train/cat/flickr_cat_000524.jpg,cat
asd/train/cat/flickr_cat_000525.jpg,cat
asd/train/cat/flickr_cat_000527.jpg,cat
asd/train/cat/flickr_cat_000528.jpg,cat
asd/train/cat/flickr_cat_000530.jpg,cat
asd/train/cat/flickr_cat_000531.jpg,cat
asd/train/cat/flickr_cat_000532.jpg,cat
asd/train/cat/flickr_cat_000533.jpg,cat
asd/train/cat/flickr_cat_000537.jpg,cat
asd/train/cat/flickr_cat_000538.jpg,cat
asd/train/cat/flickr_cat_000539.jpg,cat
asd/train/cat/flickr_cat_000540.jpg,cat
asd/train/cat/flickr_cat_000541.jpg,cat
asd/train/cat/flickr_cat_000542.jpg,cat
asd/train/cat/flickr_cat_000543.jpg,cat
asd/train/cat/flickr_cat_000544.jpg,cat
asd/train/cat/flickr_cat_000545.jpg,cat
asd/train/cat/flickr_cat_000546.jpg,cat
asd/train/cat/flickr_cat_000547.jpg,cat
asd/train/cat/flickr_cat_000548.jpg,cat
asd/train/cat/flickr_cat_000549.jpg,cat
asd/train/cat/flickr_cat_000550.jpg,cat
asd/train/cat/flickr_cat_000551.jpg,cat
asd/train/cat/flickr_cat_000552.jpg,cat
asd/train/cat/flickr_cat_000553.jpg,cat
asd/train/cat/flickr_cat_000555.jpg,cat
asd/train/cat/flickr_cat_000556.jpg,cat
asd/train/cat/flickr_cat_000558.jpg,cat
asd/train/cat/flickr_cat_000559.jpg,cat
asd/train/cat/flickr_cat_000561.jpg,cat
asd/train/cat/flickr_cat_000562.jpg,cat
asd/train/cat/flickr_cat_000563.jpg,cat
asd/train/cat/flickr_cat_000564.jpg,cat
asd/train/cat/flickr_cat_000565.jpg,cat
asd/train/cat/flickr_cat_000566.jpg,cat
asd/train/cat/flickr_cat_000567.jpg,cat
asd/train/cat/flickr_cat_000568.jpg,cat
asd/train/cat/flickr_cat_000569.jpg,cat
asd/train/cat/flickr_cat_000571.jpg,cat
asd/train/cat/flickr_cat_000572.jpg,cat
asd/train/cat/flickr_cat_000573.jpg,cat
asd/train/cat/flickr_cat_000574.jpg,cat
asd/train/cat/flickr_cat_000576.jpg,cat
asd/train/cat/flickr_cat_000577.jpg,cat
asd/train/cat/flickr_cat_000578.jpg,cat
asd/train/cat/flickr_cat_000579.jpg,cat
asd/train/cat/flickr_cat_000580.jpg,cat
asd/train/cat/flickr_cat_000581.jpg,cat
asd/train/cat/flickr_cat_000582.jpg,cat
asd/train/cat/flickr_cat_000583.jpg,cat
asd/train/cat/flickr_cat_000584.jpg,cat
asd/train/cat/flickr_cat_000586.jpg,cat
asd/train/cat/flickr_cat_000587.jpg,cat
asd/train/cat/flickr_cat_000588.jpg,cat
asd/train/cat/flickr_cat_000589.jpg,cat
asd/train/cat/flickr_cat_000590.jpg,cat
asd/train/cat/flickr_cat_000591.jpg,cat
asd/train/cat/flickr_cat_000593.jpg,cat
asd/train/cat/flickr_cat_000594.jpg,cat
asd/train/cat/flickr_cat_000595.jpg,cat
asd/train/cat/flickr_cat_000596.jpg,cat
asd/train/cat/flickr_cat_000597.jpg,cat
asd/train/cat/flickr_cat_000598.jpg,cat
asd/train/cat/flickr_cat_000600.jpg,cat
asd/train/cat/flickr_cat_000601.jpg,cat
asd/train/cat/flickr_cat_000602.jpg,cat
asd/train/cat/flickr_cat_000603.jpg,cat
asd/train/cat/flickr_cat_000604.jpg,cat
asd/train/cat/flickr_cat_000605.jpg,cat
asd/train/cat/flickr_cat_000606.jpg,cat
asd/train/cat/flickr_cat_000607.jpg,cat
asd/train/cat/flickr_cat_000609.jpg,cat
asd/train/cat/flickr_cat_000611.jpg,cat
asd/train/cat/flickr_cat_000612.jpg,cat
asd/train/cat/flickr_cat_000613.jpg,cat
asd/train/cat/flickr_cat_000615.jpg,cat
asd/train/cat/flickr_cat_000616.jpg,cat
asd/train/cat/flickr_cat_000617.jpg,cat
asd/train/cat/flickr_cat_000618.jpg,cat
asd/train/cat/flickr_cat_000619.jpg,cat
asd/train/cat/flickr_cat_000620.jpg,cat
asd/train/cat/flickr_cat_000621.jpg,cat
asd/train/cat/flickr_cat_000622.jpg,cat
asd/train/cat/flickr_cat_000623.jpg,cat
asd/train/cat/flickr_cat_000624.jpg,cat
asd/train/cat/flickr_cat_000625.jpg,cat
asd/train/cat/flickr_cat_000626.jpg,cat
asd/train/cat/flickr_cat_000627.jpg,cat
asd/train/cat/flickr_cat_000630.jpg,cat
asd/train/cat/flickr_cat_000631.jpg,cat
